regulator,gene_name,gene_id,effect,evidence,source
Nac,ybeR,b0645,+,1,RegulonDB_TF
Nac,nadD,b0639,-,1,RegulonDB_TF
Nac,yjbQ,b4056,-,1,RegulonDB_TF
Nac,nlpE,b0192,-,1,RegulonDB_TF
YdfH,rspB,b1580,-,1,RegulonDB_TF
Nac,cobT,b1991,-,1,RegulonDB_TF
Nac,gspM,b3334,+,1,RegulonDB_TF
Nac,ygaC,b2671,-,1,RegulonDB_TF
Nac,waaF,b3620,-,1,RegulonDB_TF
Nac,yhhQ,b3471,+,1,RegulonDB_TF
Nac,yhiJ,b3488,-,1,RegulonDB_TF
Nac,mdtE,b3513,+,1,RegulonDB_TF
Nac,gadX,b3516,-,1,RegulonDB_TF
Nac,yhjD,b3522,-,1,RegulonDB_TF
Nac,yhjE,b3523,+,1,RegulonDB_TF
Fnr,aer,b3072,+,1,RegulonDB_TF
Nac,yiaD,b3552,-,1,RegulonDB_TF
Nac,wecH,b3561,+,1,RegulonDB_TF
Nac,yadM,b0138,-,1,RegulonDB_TF
Nac,cdaR,b0162,-,1,RegulonDB_TF
Nac,yfaE,b2236,-,1,RegulonDB_TF
Nac,ygiL,b3043,+,1,RegulonDB_TF
Nac,ppnN,b2795,-,1,RegulonDB_TF
Nac,yecD,b1867,+,1,RegulonDB_TF
Nac,yecE,b1868,+,1,RegulonDB_TF
Nac,ybgE,b0735,+,1,RegulonDB_TF
Nac,iaaA,b0828,+,1,RegulonDB_TF
Nac,yaeF,b0193,-,1,RegulonDB_TF
Nac,rhtA,b0813,-,1,RegulonDB_TF
Nac,gatA,b2094,-,1,RegulonDB_TF
YdfH,rspA,b1581,-,1,RegulonDB_TF
Nac,yjcB,b4060,+,1,RegulonDB_TF
Nac,pdeC,b4061,+,1,RegulonDB_TF
Nac,yjcF,b4066,+,1,RegulonDB_TF
Nac,nrfF,b4075,+,1,RegulonDB_TF
Nac,ispB,b3187,-,1,RegulonDB_TF
Nac,nrfG,b4076,+,1,RegulonDB_TF
Nac,yjcO,b4078,-,1,RegulonDB_TF
Nac,htrE,b0139,-,1,RegulonDB_TF
Nac,rfbC,b2038,+,1,RegulonDB_TF
Nac,yehE,b2112,-,1,RegulonDB_TF
Nac,bglX,b2132,+,1,RegulonDB_TF
Nac,yeiH,b2158,+,1,RegulonDB_TF
Nac,yejB,b2178,-,1,RegulonDB_TF
Nac,yejG,b2181,-,1,RegulonDB_TF
Nac,lapC,b2188,-,1,RegulonDB_TF
Nac,ccmH,b2194,-,1,RegulonDB_TF
Nac,ccmB,b2200,-,1,RegulonDB_TF
Nac,ccmA,b2201,-,1,RegulonDB_TF
Nac,napC,b2202,-,1,RegulonDB_TF
Nac,napB,b2203,-,1,RegulonDB_TF
Nac,secG,b3175,-,1,RegulonDB_TF
Nac,yeiE,b2157,-,1,RegulonDB_TF
Nac,prfC,b4375,-,1,RegulonDB_TF
Nac,rfbB,b2041,-,1,RegulonDB_TF
Nac,tomB,b0461,+,1,RegulonDB_TF
Nac,ybdR,b0608,-,1,RegulonDB_TF
Nac,yafV,b0219,+,1,RegulonDB_TF
Nac,dpaA,b0224,+,1,RegulonDB_TF
Nac,yafQ,b0225,-,1,RegulonDB_TF
Nac,dinJ,b0226,-,1,RegulonDB_TF
Nac,yafN,b0232,-,1,RegulonDB_TF
Nac,yafO,b0233,-,1,RegulonDB_TF
Nac,yagU,b0287,+,1,RegulonDB_TF
Nac,ykgL,b0295,-,1,RegulonDB_TF
Nac,ykgE,b0306,-,1,RegulonDB_TF
Nac,ykgH,b0310,-,1,RegulonDB_TF
Nac,yaiS,b0364,+,1,RegulonDB_TF
Nac,tauA,b0365,-,1,RegulonDB_TF
Nac,yaiY,b0379,-,1,RegulonDB_TF
Nac,yaiZ,b0380,+,1,RegulonDB_TF
Nac,thiL,b0417,-,1,RegulonDB_TF
Nac,yajO,b0419,-,1,RegulonDB_TF
Nac,allR,b0506,+,1,RegulonDB_TF
Nac,glxK,b0514,-,1,RegulonDB_TF
Nac,ybcK,b0544,+,1,RegulonDB_TF
Nac,borD,b0557,-,1,RegulonDB_TF
Nac,ybcV,b0558,-,1,RegulonDB_TF
Nac,ybdK,b0581,+,1,RegulonDB_TF
Nac,dsbG,b0604,+,1,RegulonDB_TF
Nac,uspG,b0607,-,1,RegulonDB_TF
Nac,ivy,b0220,+,1,RegulonDB_TF
Nac,caiF,b0034,-,1,RegulonDB_TF
Nac,ygiM,b3055,-,1,RegulonDB_TF
Nac,torI,b4501,+,1,RegulonDB_TF
Nac,yfiL,b2602,+,1,RegulonDB_TF
Nac,prmB,b2330,-,1,RegulonDB_TF
Nac,yjeM,b4156,-,1,RegulonDB_TF
Nac,cycA,b4208,+,1,RegulonDB_TF
Nac,ybaL,b0478,-,1,RegulonDB_TF
Nac,ygiN,b3029,-,1,RegulonDB_TF
Nac,lpxH,b0524,-,1,RegulonDB_TF
Fnr,mltA,b2813,+,1,RegulonDB_TF
Nac,ycaK,b0901,+,1,RegulonDB_TF
Nac,ygjI,b3078,-,1,RegulonDB_TF
Nac,exuT,b3093,-,1,RegulonDB_TF
Nac,kbaY,b3137,+,1,RegulonDB_TF
Nac,yecF,b1915,-,1,RegulonDB_TF
Nac,pitB,b2987,+,1,RegulonDB_TF
Nac,cobU,b1993,-,1,RegulonDB_TF
Nac,rplU,b3186,-,1,RegulonDB_TF
Nac,yohO,b4542,-,1,RegulonDB_TF
Nac,yciZ,b4596,-,1,RegulonDB_TF
Nac,shoB,b4687,+,1,RegulonDB_TF
Nac,ecnA,b4410,-,1,RegulonDB_TF
Nac,mgtS,b4599,+,1,RegulonDB_TF
Nac,yoeB,b4539,-,1,RegulonDB_TF
Nac,ecnB,b4411,-,1,RegulonDB_TF
ppGpp,waaQ,b3632,+,1,PMID:30971496
Crp,entF,b0586,-,1,RegulonDB_TF
ppGpp,rplI,b4203,+,1,PMID:30971496
UvrY,csrC,b4457,+,1,RegulonDB_TF
UvrY,csrB,b4408,+,1,RegulonDB_TF
CpxR,yddG,b1473,+,1,RegulonDB_TF
CpxR,ampH,b0376,+,1,RegulonDB_TF
CpxR,shoB,b4687,-,1,RegulonDB_TF
Crp,galS,b2151,+,1,RegulonDB_TF
CpxR,rseD,b4725,-,1,RegulonDB_TF
ppGpp,rpsO,b3165,+,1,PMID:30971496
ppGpp,trmA,b3965,+,1,PMID:30971496
ppGpp,yciA,b1253,+,1,PMID:30971496
ppGpp,rplK,b3983,+,1,PMID:30971496
CpxR,chaB,b1217,-,1,RegulonDB_TF
ppGpp,tsaB,b1807,+,1,PMID:30971496
Crp,gatC,b2092,+,1,RegulonDB_TF
ppGpp,mnmG,b3741,+,1,PMID:30971496
Crp,puuC,b1300,-,1,RegulonDB_TF
AgaR,agaW,b3134,-,1,RegulonDB_TF
AlsR,alsR,b4089,-,1,RegulonDB_TF
ppGpp,menA,b3930,+,1,PMID:30971496
Crp,aspA,b4139,+,1,RegulonDB_TF
ppGpp,rnd,b1804,+,1,PMID:30971496
Crp,htpG,b0473,-,1,RegulonDB_TF
ppGpp,yojI,b2211,+,1,PMID:30971496
UxuR,uxuA,b4322,-,1,RegulonDB_TF
ppGpp,prmA,b3259,+,1,PMID:30971496
CpxR,acs,b4069,-,1,RegulonDB_TF
ppGpp,rplS,b2606,+,1,PMID:30971496
ppGpp,tsaC,b3282,+,1,PMID:30971496
ppGpp,mdfA,b0842,+,1,PMID:30971496
ppGpp,bioA,b0774,+,1,PMID:30971496
CpxR,fdnG,b1474,+,1,RegulonDB_TF
ppGpp,purM,b2499,+,1,PMID:30971496
ppGpp,alx,b3088,+,1,PMID:30971496
Crp,gltA,b0720,+,1,RegulonDB_TF
CpxR,rseA,b2572,-,1,RegulonDB_TF
AscG,ybiT,b0820,-,1,RegulonDB_TF
ppGpp,metI,b0198,+,1,PMID:30971496
ppGpp,tsx,b0411,+,1,PMID:30971496
CpxR,rpoE,b2573,-,1,RegulonDB_TF
ppGpp,mreC,b3250,+,1,PMID:30971496
ppGpp,rimP,b3170,+,1,PMID:30971496
ppGpp,truB,b3166,+,1,PMID:30971496
ppGpp,waaG,b3631,+,1,PMID:30971496
ppGpp,rplA,b3984,+,1,PMID:30971496
ppGpp,rplT,b1716,+,1,PMID:30971496
BaeR,spy,b1743,+,1,RegulonDB_TF
ppGpp,ycfH,b1100,+,1,PMID:30971496
ppGpp,ycaO,b0905,+,1,PMID:30971496
ppGpp,mntP,b1821,+,1,PMID:30971496
ppGpp,yfdG,b2350,+,1,PMID:30971496
CpxR,chaA,b1216,+,1,RegulonDB_TF
CpxR,rseC,b2570,-,1,RegulonDB_TF
ppGpp,purH,b4006,+,1,PMID:30971496
Crp,trg,b1421,+,1,RegulonDB_TF
AdiY,gltB,b3212,+,1,RegulonDB_TF
AdiY,gltD,b3213,+,1,RegulonDB_TF
AdiY,gltF,b3214,+,1,RegulonDB_TF
AgaR,agaA,b3135,-,1,RegulonDB_TF
Crp,ptsH,b2415,?,1,RegulonDB_TF
AdiY,gadX,b3516,+,1,RegulonDB_TF
Crp,rpoH,b3461,?,1,RegulonDB_TF
PdeL,rfe,b3784,-,1,RegulonDB_TF
PdeL,fliF,b1938,-,1,RegulonDB_TF
PdeL,fliG,b1939,-,1,RegulonDB_TF
PdeL,fliH,b1940,-,1,RegulonDB_TF
PdeL,fliI,b1941,-,1,RegulonDB_TF
GadX,mdtF,b3514,+,1,RegulonDB_TF
PdeL,fliJ,b1942,-,1,RegulonDB_TF
PdeL,fliK,b1943,-,1,RegulonDB_TF
GadX,mdtE,b3513,+,1,RegulonDB_TF
PdeL,yghJ,b4466,+,1,RegulonDB_TF
AscG,htpG,b0473,-,1,RegulonDB_TF
AlsR,rpiB,b4090,-,1,RegulonDB_TF
BaeR,acrD,b2470,+,1,RegulonDB_TF
YhaJ,ygiD,b3039,+,1,RegulonDB_TF
YhaJ,ybiJ,b0802,+,1,RegulonDB_TF
YhaJ,bssS,b1060,+,1,RegulonDB_TF
YhaJ,yhhW,b3439,+,1,RegulonDB_TF
YhaJ,yqjF,b3101,+,1,RegulonDB_TF
YhaJ,yhaL,b3107,+,1,RegulonDB_TF
Crp,priB,b4201,+,1,RegulonDB_TF
Crp,rpsF,b4200,+,1,RegulonDB_TF
EvgA,evgL,b4781,+,1,RegulonDB_TF
Crp,rpoS,b2741,-,1,RegulonDB_TF
Crp,rplI,b4203,+,1,RegulonDB_TF
CpxR,rseB,b2571,-,1,RegulonDB_TF
AllR,ybbW,b0511,-,1,RegulonDB_TF
CpxR,btsT,b4354,-,1,RegulonDB_TF
Crp,rpsR,b4202,+,1,RegulonDB_TF
AlsR,alsE,b4085,-,1,RegulonDB_TF
AlsR,alsC,b4086,-,1,RegulonDB_TF
AlsR,alsB,b4088,-,1,RegulonDB_TF
AlsR,alsA,b4087,-,1,RegulonDB_TF
AdiY,adiA,b4117,+,1,RegulonDB_TF
AdiY,gadA,b3517,+,1,RegulonDB_TF
AdiY,gadB,b1493,+,1,RegulonDB_TF
AdiY,gadC,b1492,+,1,RegulonDB_TF
GadX,glsA,b0485,+,1,RegulonDB_TF
GntR,idnO,b4266,-,1,RegulonDB_TF
GadX,speG,b1584,-,1,RegulonDB_TF
GadX,dtpA,b1634,-,1,RegulonDB_TF
GntR,idnR,b4264,-,1,RegulonDB_TF
GadX,ynfB,b1583,-,1,RegulonDB_TF
GntR,idnK,b4268,-,1,RegulonDB_TF
GadX,ydeN,b1498,-,1,RegulonDB_TF
GadX,ydeM,b1497,-,1,RegulonDB_TF
GadX,ybaT,b0486,+,1,RegulonDB_TF
ppGpp,metN,b0199,+,1,PMID:30971496
PhoP,clpS,b0881,-,1,RegulonDB_TF
Crp,sdhC,b0721,+,1,RegulonDB_TF
Crp,ugpE,b3451,+,1,RegulonDB_TF
Crp,sdhA,b0723,+,1,RegulonDB_TF
ppGpp,thiQ,b0066,+,1,PMID:30971496
Crp,ugpB,b3453,+,1,RegulonDB_TF
ppGpp,trmJ,b2532,+,1,PMID:30971496
PhoP,queE,b2777,+,1,RegulonDB_TF
Crp,serA,b2913,+,1,RegulonDB_TF
Crp,ugpC,b3450,+,1,RegulonDB_TF
ppGpp,pdeL,b0315,+,1,PMID:30971496
ppGpp,wbbH,b2035,+,1,PMID:30971496
ppGpp,prmC,b1212,+,1,PMID:30971496
ArcA,sdhX,b4764,?,1,RegulonDB_TF
ppGpp,rlmF,b0807,+,1,PMID:30971496
ppGpp,yidC,b3705,+,1,PMID:30971496
ppGpp,cmk,b0910,+,1,PMID:30971496
ppGpp,queA,b0405,+,1,PMID:30971496
Crp,ugpA,b3452,+,1,RegulonDB_TF
PhoP,rsd,b3995,-,1,RegulonDB_TF
PhoP,rmf,b0953,-,1,RegulonDB_TF
YefM-YoeB,yoeB,b4539,-,1,RegulonDB_TF
BtsR,aceE,b0114,-,1,RegulonDB_TF
ppGpp,wecB,b3786,+,1,PMID:30971496
Crp,ompF,b0929,+,1,RegulonDB_TF
ppGpp,rimM,b2608,+,1,PMID:30971496
ArsR,arsR,b3501,-,1,RegulonDB_TF
YefM-YoeB,yefM,b2017,-,1,RegulonDB_TF
ppGpp,rfbB,b2041,+,1,PMID:30971496
Crp,purH,b4006,-,1,RegulonDB_TF
ppGpp,rpsL,b3342,+,1,PMID:30971496
ppGpp,rpsP,b2609,+,1,PMID:30971496
ppGpp,rpsU,b3065,+,1,PMID:30971496
ArsR,arsB,b3502,-,1,RegulonDB_TF
ArsR,arsC,b3503,-,1,RegulonDB_TF
Crp,tnaA,b3708,+,1,RegulonDB_TF
Crp,sucD,b0729,+,1,RegulonDB_TF
Crp,sucC,b0728,+,1,RegulonDB_TF
ppGpp,rpsJ,b3321,+,1,PMID:30971496
PdhR,grcA,b2579,-,1,RegulonDB_TF
Crp,sucB,b0727,+,1,RegulonDB_TF
ppGpp,potA,b1126,+,1,PMID:30971496
YdeO,gadF,b4718,+,1,RegulonDB_TF
ppGpp,rpsG,b3341,+,1,PMID:30971496
ppGpp,thiI,b0423,+,1,PMID:30971496
Crp,trxA,b3781,-,1,RegulonDB_TF
Crp,tnaB,b3709,+,1,RegulonDB_TF
MurR,murR,b2427,-+,1,RegulonDB_TF
ppGpp,prs,b1207,+,1,PMID:30971496
ppGpp,gsk,b0477,+,1,PMID:30971496
ppGpp,purF,b2312,+,1,PMID:30971496
ppGpp,secY,b3300,+,1,PMID:30971496
ppGpp,rplQ,b3294,+,1,PMID:30971496
ppGpp,rlmN,b2517,+,1,PMID:30971496
Crp,sucA,b0726,+,1,RegulonDB_TF
ppGpp,rhlE,b0797,+,1,PMID:30971496
BtsR,aceF,b0115,-,1,RegulonDB_TF
BtsR,csgG,b1037,-,1,RegulonDB_TF
BtsR,csgF,b1038,-,1,RegulonDB_TF
BtsR,csgE,b1039,-,1,RegulonDB_TF
TtdR,ttdR,b3060,+,1,RegulonDB_TF
Crp,manY,b1818,+,1,RegulonDB_TF
BtsR,csgD,b1040,-,1,RegulonDB_TF
BtsR,csgB,b1041,-,1,RegulonDB_TF
Crp,manX,b1817,+,1,RegulonDB_TF
TtdR,ttdB,b3062,+,1,RegulonDB_TF
TtdR,ttdA,b3061,+,1,RegulonDB_TF
BtsR,csgC,b1043,-,1,RegulonDB_TF
TtdR,ttdT,b3063,+,1,RegulonDB_TF
ppGpp,der,b2511,+,1,PMID:30971496
BtsR,cspC,b1823,-,1,RegulonDB_TF
BtsR,yobF,b1824,-,1,RegulonDB_TF
ppGpp,ygdQ,b2832,+,1,PMID:30971496
ppGpp,panF,b3258,+,1,PMID:30971496
ppGpp,trmD,b2607,+,1,PMID:30971496
ppGpp,pgeF,b2593,+,1,PMID:30971496
ppGpp,rplJ,b3985,+,1,PMID:30971496
ppGpp,wecC,b3787,+,1,PMID:30971496
CpxR,atpB,b3738,+,1,RegulonDB_TF
CpxR,atpI,b3739,+,1,RegulonDB_TF
CpxR,carA,b0032,+,1,RegulonDB_TF
CpxR,carB,b0033,+,1,RegulonDB_TF
ArgR,metY,b3171,-,1,RegulonDB_TF
YhaJ,yhaK,b3106,+,1,RegulonDB_TF
ppGpp,rpsI,b3230,+,1,PMID:30971496
ppGpp,rbsA,b3749,+,1,PMID:30971496
ppGpp,rplM,b3231,+,1,PMID:30971496
ppGpp,obgE,b3183,+,1,PMID:30971496
BtsR,csgA,b1042,-,1,RegulonDB_TF
BtsR,pdhR,b0113,-,1,RegulonDB_TF
BtsR,mdh,b3236,-,1,RegulonDB_TF
ppGpp,dnaE,b0184,+,1,PMID:30971496
ppGpp,rnc,b2567,+,1,PMID:30971496
BtsR,lpd,b0116,-,1,RegulonDB_TF
RpoD,frsA,b0239,+,0,RegulonDB_sigma
Fnr,hyfJ,b2490,-,0,RegulonDB_TF
RpoD,fliJ,b1942,+,0,RegulonDB_sigma
RpoD,yciB,b1254,+,0,RegulonDB_sigma
RpoD,yciC,b1255,+,0,RegulonDB_sigma
RpoD,wzzE,b3785,+,0,RegulonDB_sigma
RpoD,yciE,b1257,+,0,RegulonDB_sigma
RpoD,flgA,b1072,+,0,RegulonDB_sigma
Fnr,hyfI,b2489,-,0,RegulonDB_TF
RpoD,fliK,b1943,+,0,RegulonDB_sigma
RpoD,glnQ,b0809,+,0,RegulonDB_sigma
RpoD,frlA,b3370,+,0,RegulonDB_sigma
RpoD,yeaE,b1781,+,0,RegulonDB_sigma
RpoD,yciW,b1287,+,0,RegulonDB_sigma
RpoD,uidR,b1618,+,0,RegulonDB_sigma
Cra,cyoA,b0432,-,0,RegulonDB_TF
Cra,cyoB,b0431,-,0,RegulonDB_TF
RpoD,yebG,b1848,+,0,RegulonDB_sigma
RpoD,ydeI,b1536,+,0,RegulonDB_sigma
Cra,cyoC,b0430,-,0,RegulonDB_TF
Nac,gltB,b3212,-,0,RegulonDB_TF
Cra,poxB,b0871,+,0,RegulonDB_TF
RpoD,ychO,b1220,+,0,RegulonDB_sigma
Cra,cyoD,b0429,-,0,RegulonDB_TF
RpoD,wzyE,b3793,+,0,RegulonDB_sigma
RpoD,ybhR,b0792,+,0,RegulonDB_sigma
RpoD,yceJ,b1057,+,0,RegulonDB_sigma
RpoD,glpT,b2240,+,0,RegulonDB_sigma
RpoD,wzxE,b3792,+,0,RegulonDB_sigma
RpoD,ybhG,b0795,+,0,RegulonDB_sigma
RpoD,ybhF,b0794,+,0,RegulonDB_sigma
RpoD,ybeD,b0631,+,0,RegulonDB_sigma
RpoD,yafO,b0233,+,0,RegulonDB_sigma
CdaR,garP,b3127,+,0,RegulonDB_TF
RpoD,glpQ,b2239,+,0,RegulonDB_sigma
RpoD,yojI,b2211,+,0,RegulonDB_sigma
RpoD,ypfN,b4547,+,0,RegulonDB_sigma
RpoD,flgB,b1073,+,0,RegulonDB_sigma
CdaR,gudD,b2787,+,0,RegulonDB_TF
Fnr,norV,b2710,-,0,RegulonDB_TF
CdaR,gudX,b2788,+,0,RegulonDB_TF
Fnr,focB,b2492,-,0,RegulonDB_TF
RpoD,ttdT,b3063,+,0,RegulonDB_sigma
RpoD,yafN,b0232,+,0,RegulonDB_sigma
RpoD,glnS,b0680,+,0,RegulonDB_sigma
RpoD,gloA,b1651,+,0,RegulonDB_sigma
RpoD,tynA,b1386,+,0,RegulonDB_sigma
CdaR,gudP,b2789,+,0,RegulonDB_TF
RpoD,ubiG,b2232,+,0,RegulonDB_sigma
RpoD,frlC,b4474,+,0,RegulonDB_sigma
RpoD,ubiC,b4039,+,0,RegulonDB_sigma
RpoD,ubiA,b4040,+,0,RegulonDB_sigma
RpoD,yebC,b1864,+,0,RegulonDB_sigma
RpoD,fliT,b1926,+,0,RegulonDB_sigma
RpoD,xerD,b2894,+,0,RegulonDB_sigma
GalR,galS,b2151,-,0,RegulonDB_TF
IscR,nrdH,b2673,+,0,RegulonDB_TF
RpoD,frlD,b3374,+,0,RegulonDB_sigma
RpoD,fruB,b2169,+,0,RegulonDB_sigma
RpoD,xseA,b2509,+,0,RegulonDB_sigma
RpoD,xseB,b0422,+,0,RegulonDB_sigma
RpoD,fruA,b2167,+,0,RegulonDB_sigma
RpoD,xylE,b4031,+,0,RegulonDB_sigma
RpoD,yagK,b0277,+,0,RegulonDB_sigma
RpoD,yafQ,b0225,+,0,RegulonDB_sigma
RpoD,yafP,b0234,+,0,RegulonDB_sigma
RpoD,yebB,b1862,+,0,RegulonDB_sigma
RpoD,fliS,b1925,+,0,RegulonDB_sigma
RpoD,frlB,b3371,+,0,RegulonDB_sigma
Nac,gltD,b3213,-,0,RegulonDB_TF
RpoD,yajO,b0419,+,0,RegulonDB_sigma
RpoD,ydeJ,b1537,+,0,RegulonDB_sigma
Cra,cyoE,b0428,-,0,RegulonDB_TF
Fnr,hyfR,b2491,-,0,RegulonDB_TF
RpoD,ftnA,b1905,+,0,RegulonDB_sigma
RpoD,glpA,b2241,+,0,RegulonDB_sigma
RpoD,ybdN,b0602,+,0,RegulonDB_sigma
RpoD,ybhS,b0793,+,0,RegulonDB_sigma
RpoD,fruK,b2168,+,0,RegulonDB_sigma
RpoD,glpC,b2243,+,0,RegulonDB_sigma
IscR,nrdI,b2674,+,0,RegulonDB_TF
RpoD,fnr,b1334,+,0,RegulonDB_sigma
RpoD,yhhY,b3441,+,0,RegulonDB_sigma
RpoD,ysgA,b3830,+,0,RegulonDB_sigma
RpoD,yhgH,b3413,+,0,RegulonDB_sigma
RpoD,glpB,b2242,+,0,RegulonDB_sigma
RpoD,ydfD,b1576,+,0,RegulonDB_sigma
RpoD,ydjM,b1728,+,0,RegulonDB_sigma
RpoD,tufB,b3980,+,0,RegulonDB_sigma
RpoD,ybbY,b0513,+,0,RegulonDB_sigma
NadR,pncB,b0931,-,0,RegulonDB_TF
RpoD,flgC,b1074,+,0,RegulonDB_sigma
Fnr,tdcE,b3114,+,0,RegulonDB_TF
RpoD,flgN,b1070,+,0,RegulonDB_sigma
CdaR,garL,b3126,+,0,RegulonDB_TF
RpoD,flgM,b1071,+,0,RegulonDB_sigma
CdaR,garK,b3124,+,0,RegulonDB_TF
CdaR,garR,b3125,+,0,RegulonDB_TF
RpoD,fucP,b2801,+,0,RegulonDB_sigma
CdaR,cdaR,b0162,+,0,RegulonDB_TF
Fnr,dcuR,b4124,+,0,RegulonDB_TF
Fnr,ysgA,b3830,-,0,RegulonDB_TF
RpoD,yffB,b2471,+,0,RegulonDB_sigma
RpoD,fucK,b2803,+,0,RegulonDB_sigma
AlpA,intA,b2622,+,0,RegulonDB_TF
NarP,hyaF,b0977,-,0,RegulonDB_TF
RpoD,yjcH,b4068,+,0,RegulonDB_sigma
NarP,hyaE,b0976,-,0,RegulonDB_TF
Fnr,tdcF,b3113,+,0,RegulonDB_TF
Fnr,tdcG,b4471,+,0,RegulonDB_TF
RpoD,garR,b3125,+,0,RegulonDB_sigma
IscR,nrdE,b2675,+,0,RegulonDB_TF
NarP,hyaD,b0975,-,0,RegulonDB_TF
RpoD,folE,b2153,+,0,RegulonDB_sigma
IscR,nrdF,b2676,+,0,RegulonDB_TF
RpoD,fliD,b1924,+,0,RegulonDB_sigma
RpoD,flhA,b1879,+,0,RegulonDB_sigma
NadR,nadA,b0750,-,0,RegulonDB_TF
RpoD,flhB,b1880,+,0,RegulonDB_sigma
NadR,pnuC,b0751,-,0,RegulonDB_TF
Fnr,uxaC,b3092,+,0,RegulonDB_TF
NarP,poxB,b0871,+,0,RegulonDB_TF
RpoD,fpr,b3924,+,0,RegulonDB_sigma
RpoD,fucO,b2799,+,0,RegulonDB_sigma
NarP,norW,b2711,-,0,RegulonDB_TF
RpoD,flhE,b1878,+,0,RegulonDB_sigma
Cra,fruK,b2168,-,0,RegulonDB_TF
Fnr,iraD,b4326,+,0,RegulonDB_TF
NarP,hcr,b0872,+,0,RegulonDB_TF
NarP,hcp,b0873,+,0,RegulonDB_TF
AlpA,phoR,b0400,-,0,RegulonDB_TF
RpoD,waaH,b3615,+,0,RegulonDB_sigma
RpoD,wecB,b3786,+,0,RegulonDB_sigma
Cra,betT,b0314,+,0,RegulonDB_TF
RpoD,wecC,b3787,+,0,RegulonDB_sigma
RpoD,wecE,b3791,+,0,RegulonDB_sigma
AlpA,phoB,b0399,-,0,RegulonDB_TF
Fnr,ytfE,b4209,-,0,RegulonDB_TF
Fnr,dcuS,b4125,+,0,RegulonDB_TF
RpoD,uxuR,b4324,+,0,RegulonDB_sigma
RpoD,gcl,b0507,+,0,RegulonDB_sigma
RpoD,garP,b3127,+,0,RegulonDB_sigma
RpoD,fliE,b1937,+,0,RegulonDB_sigma
RpoD,flgJ,b1081,+,0,RegulonDB_sigma
RpoD,fumB,b4122,+,0,RegulonDB_sigma
RpoD,fliG,b1939,+,0,RegulonDB_sigma
NarP,norV,b2710,-,0,RegulonDB_TF
RpoD,wecF,b4481,+,0,RegulonDB_sigma
RpoD,ygeH,b2852,+,0,RegulonDB_sigma
RpoD,fucU,b2804,+,0,RegulonDB_sigma
Cra,betB,b0312,+,0,RegulonDB_TF
NarP,ytfE,b4209,+,0,RegulonDB_TF
Fnr,scpC,b2920,+,0,RegulonDB_TF
Cra,betA,b0311,+,0,RegulonDB_TF
Fnr,scpB,b2919,+,0,RegulonDB_TF
Fnr,xdhC,b2868,+,0,RegulonDB_TF
RpoD,ybjN,b0853,+,0,RegulonDB_sigma
RpoD,fumC,b1611,+,0,RegulonDB_sigma
Fnr,xdhB,b2867,+,0,RegulonDB_TF
RpoD,garK,b3124,+,0,RegulonDB_sigma
Fnr,xdhA,b2866,+,0,RegulonDB_TF
RpoD,fliH,b1940,+,0,RegulonDB_sigma
RpoD,ybiB,b0800,+,0,RegulonDB_sigma
NarP,fdhF,b4079,+,0,RegulonDB_TF
RpoD,fliI,b1941,+,0,RegulonDB_sigma
RpoD,yeiB,b2152,+,0,RegulonDB_sigma
CdaR,garD,b3128,+,0,RegulonDB_TF
NarP,yeaR,b1797,+,0,RegulonDB_TF
NarP,yoaG,b1796,+,0,RegulonDB_TF
RpoD,uxaA,b3091,+,0,RegulonDB_sigma
RpoD,flgE,b1076,+,0,RegulonDB_sigma
RpoD,flgI,b1080,+,0,RegulonDB_sigma
RpoD,fucI,b2802,+,0,RegulonDB_sigma
RpoD,fliF,b1938,+,0,RegulonDB_sigma
RpoD,yhaV,b3130,+,0,RegulonDB_sigma
Fnr,nfeR,b3071,+,0,RegulonDB_TF
RpoD,fucA,b2800,+,0,RegulonDB_sigma
RpoD,flgH,b1079,+,0,RegulonDB_sigma
RpoD,flgG,b1078,+,0,RegulonDB_sigma
RpoD,garL,b3126,+,0,RegulonDB_sigma
RpoD,ycdZ,b1036,+,0,RegulonDB_sigma
RpoD,yceI,b1056,+,0,RegulonDB_sigma
RpoD,uxaC,b3092,+,0,RegulonDB_sigma
RpoD,folA,b0048,+,0,RegulonDB_sigma
NarP,hyaC,b0974,-,0,RegulonDB_TF
NarP,hyaB,b0973,-,0,RegulonDB_TF
RpoD,ykgM,b0296,+,0,RegulonDB_sigma
RpoD,flgF,b1077,+,0,RegulonDB_sigma
RpoD,ykgO,b4506,+,0,RegulonDB_sigma
RpoD,fucR,b2805,+,0,RegulonDB_sigma
NarP,hyaA,b0972,-,0,RegulonDB_TF
Cra,betI,b0313,+,0,RegulonDB_TF
RpoD,flgD,b1075,+,0,RegulonDB_sigma
MarA,dctR,b3507,-,0,RegulonDB_TF
Fnr,hyfH,b2488,-,0,RegulonDB_TF
RpoD,recN,b2616,+,0,RegulonDB_sigma
RpoD,recQ,b3822,+,0,RegulonDB_sigma
TyrR,tyrR,b1323,-,0,RegulonDB_TF
RpoD,rfe,b3784,+,0,RegulonDB_sigma
RpoD,rffC,b3790,+,0,RegulonDB_sigma
RpoD,rffG,b3788,+,0,RegulonDB_sigma
RpoD,mukF,b0922,+,0,RegulonDB_sigma
